id,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Exchange,index,Name_CN
12147,CAF,Morgan Stanley China A Share Fund Inc.,19.0,$415.75M,,2006.0,,,https://www.nasdaq.com/symbol/caf,NYSE,1870,
12148,MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",8.67,$180.89M,,1993.0,,,https://www.nasdaq.com/symbol/msd,NYSE,1871,
12149,EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",6.57,$439.04M,,2007.0,,,https://www.nasdaq.com/symbol/edd,NYSE,1872,
12150,MSF,"Morgan Stanley Emerging Markets Fund, Inc.",17.26,$234.4M,,1991.0,,,https://www.nasdaq.com/symbol/msf,NYSE,1873,
12151,IIF,"Morgan Stanley India Investment Fund, Inc.",20.35,$283.18M,,1994.0,,,https://www.nasdaq.com/symbol/iif,NYSE,1874,
12152,MOSC,Mosaic Acquisition Corp.,9.93,$428.23M,,2017.0,Finance,Business Services,https://www.nasdaq.com/symbol/mosc,NYSE,1875,
12153,MOSC.U,Mosaic Acquisition Corp.,,,,2017.0,,,https://www.nasdaq.com/symbol/mosc.u,NYSE,1876,
12154,MOSC.WS,Mosaic Acquisition Corp.,,,,,,,https://www.nasdaq.com/symbol/mosc.ws,NYSE,1877,
12155,MOS,Mosaic Company (The),31.49,$12.14B,,,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mos,NYSE,1878,
12156,MSI,"Motorola Solutions, Inc.",114.55,$18.73B,,,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/msi,NYSE,1879,摩托罗拉
12157,MOV,Movado Group Inc.,33.47,$773.02M,,,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/mov,NYSE,1880,
12158,MPLX,MPLX LP,33.4,$26.52B,,2012.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/mplx,NYSE,1881,
12159,MRC,MRC Global Inc.,15.4,$1.39B,,2012.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mrc,NYSE,1882,
12160,HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,7.52,,,,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/hjv,NYSE,1883,
12161,MSA,MSA Safety Incorporporated,98.37,$3.78B,,,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/msa,NYSE,1884,
12162,MSM,"MSC Industrial Direct Company, Inc.",79.97,$4.43B,,1995.0,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/msm,NYSE,1885,
12163,MSCI,MSCI Inc,160.25,$14.11B,,,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/msci,NYSE,1886,
12164,MSGN,MSG Networks Inc.,22.58,$1.69B,,,Consumer Services,Television Services,https://www.nasdaq.com/symbol/msgn,NYSE,1887,
12165,MLI,"Mueller Industries, Inc.",24.9,$1.44B,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mli,NYSE,1888,
12166,MWA,Mueller Water Products Inc,9.6,$1.52B,,2006.0,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mwa,NYSE,1889,
12167,MVF,"MuniVest Fund, Inc.",8.66,$561.48M,,,,,https://www.nasdaq.com/symbol/mvf,NYSE,1890,
12168,MZA,"MuniYield Arizona Fund, Inc.",12.933,$59.81M,,1993.0,,,https://www.nasdaq.com/symbol/mza,NYSE,1891,
12169,MUR,Murphy Oil Corporation,27.69,$4.79B,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mur,NYSE,1892,
12170,MUSA,Murphy USA Inc.,79.58,$2.57B,,2013.0,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa,NYSE,1893,
12171,MVO,MV Oil Trust,7.34,$84.41M,,2007.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mvo,NYSE,1894,
12172,MVC,"MVC Capital, Inc.",8.92,$167.88M,,,,,https://www.nasdaq.com/symbol/mvc,NYSE,1895,
12173,MVCD,"MVC Capital, Inc.",25.0625,,,2017.0,,,https://www.nasdaq.com/symbol/mvcd,NYSE,1896,
12174,MYE,"Myers Industries, Inc.",16.16,$571.3M,,,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/mye,NYSE,1897,
12175,MYOV,Myovant Sciences Ltd.,18.66,$1.32B,,2016.0,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myov,NYSE,1898,
12176,NBR,Nabors Industries Ltd.,2.77,$991.09M,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbr,NYSE,1899,
12177,NBR^A,Nabors Industries Ltd.,22.067,,,,,,https://www.nasdaq.com/symbol/nbr^a,NYSE,1900,
12178,NC,"NACCO Industries, Inc.",37.85,$262.78M,,,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/nc,NYSE,1901,
12179,NTP,Nam Tai Property Inc.,9.05,$340.06M,,,Finance,Real Estate,https://www.nasdaq.com/symbol/ntp,NYSE,1902,
12180,NTEST,NASDAQ TEST STOCK,22.51,,,,,,https://www.nasdaq.com/symbol/ntest,NYSE,1903,
12181,NTEST.A,NASDAQ TEST STOCK,,,,,,,https://www.nasdaq.com/symbol/ntest.a,NYSE,1904,
12182,NTEST.B,NASDAQ TEST STOCK,,,,,,,https://www.nasdaq.com/symbol/ntest.b,NYSE,1905,
12183,NTEST.C,NASDAQ TEST STOCK,,,,,,,https://www.nasdaq.com/symbol/ntest.c,NYSE,1906,
12184,NBHC,National Bank Holdings Corporation,32.81,$1.01B,,2012.0,Finance,Major Banks,https://www.nasdaq.com/symbol/nbhc,NYSE,1907,
12185,NFG,National Fuel Gas Company,55.18,$4.74B,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nfg,NYSE,1908,
12186,NGG,"National Grid Transco, PLC",51.53,$35.14B,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/ngg,NYSE,1909,
12187,NHI,"National Health Investors, Inc.",78.6,$3.32B,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nhi,NYSE,1910,
12188,NOV,"National Oilwell Varco, Inc.",29.36,$11.26B,,,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nov,NYSE,1911,
12189,NPK,"National Presto Industries, Inc.",121.75,$849.77M,,,Capital Goods,Ordnance And Accessories,https://www.nasdaq.com/symbol/npk,NYSE,1912,
12190,NNN,National Retail Properties,50.02,$7.96B,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nnn,NYSE,1913,
12191,NNN^E,National Retail Properties,24.32,,,,,,https://www.nasdaq.com/symbol/nnn^e,NYSE,1914,
12192,NNN^F,National Retail Properties,22.31,,,,,,https://www.nasdaq.com/symbol/nnn^f,NYSE,1915,
12193,SID,National Steel Company,2.6,$3.59B,,,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/sid,NYSE,1916,
12194,NSA,National Storage Affiliates Trust,26.72,$1.51B,,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nsa,NYSE,1917,
12195,NSA^A,National Storage Affiliates Trust,24.2,,,,,,https://www.nasdaq.com/symbol/nsa^a,NYSE,1918,
12196,NGS,"Natural Gas Services Group, Inc.",18.0,$236.11M,,2002.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ngs,NYSE,1919,
12197,NGVC,"Natural Grocers by Vitamin Cottage, Inc.",15.78,$353.35M,,2012.0,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/ngvc,NYSE,1920,
12198,NRP,Natural Resource Partners LP,38.11,$466.69M,,2002.0,Energy,Coal Mining,https://www.nasdaq.com/symbol/nrp,NYSE,1921,
12199,NTZ,"Natuzzi, S.p.A.",0.9915,$54.39M,,1993.0,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/ntz,NYSE,1922,
12200,NLS,"Nautilus Group, Inc. (The)",11.59,$345.23M,,,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/nls,NYSE,1923,
12201,NCI,"Navigant Consulting, Inc.",25.14,$1.07B,,,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/nci,NYSE,1924,
12202,NVGS,Navigator Holdings Ltd.,9.02,$502.02M,,2013.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nvgs,NYSE,1925,
12203,NNA,Navios Maritime Acquisition Corporation,4.97,$66.08M,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nna,NYSE,1926,
12204,NM,Navios Maritime Holdings Inc.,2.78,$3.47M,,,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nm,NYSE,1927,
12205,NM^G,Navios Maritime Holdings Inc.,3.88,,,,,,https://www.nasdaq.com/symbol/nm^g,NYSE,1928,
12206,NM^H,Navios Maritime Holdings Inc.,3.5,,,,,,https://www.nasdaq.com/symbol/nm^h,NYSE,1929,
12207,NMM,Navios Maritime Partners LP,1.17,$196.08M,,2007.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nmm,NYSE,1930,
12208,NAV,Navistar International Corporation,30.77,$3.04B,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav,NYSE,1931,
12209,NAV^D,Navistar International Corporation,23.63,,,,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav^d,NYSE,1932,
12210,NCS,"NCI Building Systems, Inc.",7.68,$962.67M,,,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/ncs,NYSE,1933,
12211,NCR,NCR Corporation,25.98,$3.07B,,,Miscellaneous,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/ncr,NYSE,1934,
12212,NP,"Neenah, Inc.",65.9,$1.11B,,,Basic Industries,Paper,https://www.nasdaq.com/symbol/np,NYSE,1935,
12213,NNI,"Nelnet, Inc.",53.8,$2.19B,,2003.0,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni,NYSE,1936,
12214,NPTN,NeoPhotonics Corporation,6.95,$320.04M,,2011.0,Technology,Semiconductors,https://www.nasdaq.com/symbol/nptn,NYSE,1937,
12215,NETS,Netshoes (Cayman) Limited,1.87,$58.08M,,2017.0,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/nets,NYSE,1938,
12216,NVRO,Nevro Corp.,41.8,$1.26B,,2014.0,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/nvro,NYSE,1939,
12217,HYB,"New America High Income Fund, Inc. (The)",8.03,$187.65M,,1988.0,,,https://www.nasdaq.com/symbol/hyb,NYSE,1940,
12218,NFC,New Frontier Corporation,9.76,$394.91M,,2018.0,Finance,Business Services,https://www.nasdaq.com/symbol/nfc,NYSE,1941,
12219,NFC.U,New Frontier Corporation,,,,2018.0,,,https://www.nasdaq.com/symbol/nfc.u,NYSE,1942,
12220,NFC.WS,New Frontier Corporation,,,,,,,https://www.nasdaq.com/symbol/nfc.ws,NYSE,1943,
12221,GF,"New Germany Fund, Inc. (The)",12.78,$203.85M,,1990.0,,,https://www.nasdaq.com/symbol/gf,NYSE,1944,
12222,NWHM,New Home Company Inc. (The),6.95,$142.05M,,2014.0,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/nwhm,NYSE,1945,
12223,IRL,"New Ireland Fund, Inc. (The)",8.48,$42.25M,,1990.0,,,https://www.nasdaq.com/symbol/irl,NYSE,1946,
12224,NEWM,New Media Investment Group Inc.,13.15,$792.91M,,2014.0,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/newm,NYSE,1947,
12225,NMFC,New Mountain Finance Corporation,13.58,$1.03B,,2011.0,,,https://www.nasdaq.com/symbol/nmfc,NYSE,1948,
12226,NMFX,New Mountain Finance Corporation,24.89,,,2018.0,,,https://www.nasdaq.com/symbol/nmfx,NYSE,1949,
12227,EDU,"New Oriental Education & Technology Group, Inc.",63.83,$10.11B,,2006.0,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/edu,NYSE,1950,新东方
12228,NEWR,"New Relic, Inc.",90.45,$5.15B,,2014.0,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/newr,NYSE,1951,
12229,NRZ,New Residential Investment Corp.,15.99,$5.44B,,,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nrz,NYSE,1952,
12230,SNR,New Senior Investment Group Inc.,4.73,$388.56M,,2014.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/snr,NYSE,1953,
12231,NYCB,"New York Community Bancorp, Inc.",10.17,$4.99B,,,Finance,Banks,https://www.nasdaq.com/symbol/nycb,NYSE,1954,
12232,NYCB^A,"New York Community Bancorp, Inc.",24.41,,,,,,https://www.nasdaq.com/symbol/nycb^a,NYSE,1955,
12233,NYCB^U,"New York Community Bancorp, Inc.",46.75,,,,,,https://www.nasdaq.com/symbol/nycb^u,NYSE,1956,
12234,NYT,New York Times Company (The),25.15,$4.15B,,,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/nyt,NYSE,1957,
12235,NFX,Newfield Exploration Company,18.15,$3.65B,,1993.0,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nfx,NYSE,1958,
12236,NJR,NewJersey Resources Corporation,45.46,$4.03B,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/njr,NYSE,1959,
12237,NEU,NewMarket Corporation,397.0,$4.53B,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/neu,NYSE,1960,
12238,NEM,Newmont Mining Corporation,31.56,$16.81B,,,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nem,NYSE,1961,
12239,NR,"Newpark Resources, Inc.",8.16,$740.99M,,,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/nr,NYSE,1962,
12240,NEXA,Nexa Resources S.A.,10.1,$1.35B,,2017.0,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/nexa,NYSE,1963,
12241,NXRT,"NexPoint Residential Trust, Inc.",36.96,$868.55M,,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nxrt,NYSE,1964,
12242,NHF,NexPoint Strategic Opportunities Fund,21.12,$480.23M,,,,,https://www.nasdaq.com/symbol/nhf,NYSE,1965,
12243,NEP,"NextEra Energy Partners, LP",42.71,$2.39B,,2014.0,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nep,NYSE,1966,
12244,NEE,"NextEra Energy, Inc.",174.68,$83.49B,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nee,NYSE,1967,
12245,NEE^I,"NextEra Energy, Inc.",23.5345,,,,,,https://www.nasdaq.com/symbol/nee^i,NYSE,1968,
12246,NEE^J,"NextEra Energy, Inc.",22.68,,,,,,https://www.nasdaq.com/symbol/nee^j,NYSE,1969,
12247,NEE^K,"NextEra Energy, Inc.",24.39,,,,,,https://www.nasdaq.com/symbol/nee^k,NYSE,1970,
12248,NEE^R,"NextEra Energy, Inc.",58.7,,,,,,https://www.nasdaq.com/symbol/nee^r,NYSE,1971,
12249,NGL,NGL ENERGY PARTNERS LP,11.03,$1.36B,,2011.0,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/ngl,NYSE,1972,
12250,NGL^B,NGL ENERGY PARTNERS LP,23.12,,,,,,https://www.nasdaq.com/symbol/ngl^b,NYSE,1973,
12251,NMK^B,"Niagara Mohawk Holdings, Inc.",93.4455,,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^b,NYSE,1974,
12252,NMK^C,"Niagara Mohawk Holdings, Inc.",94.05,,,,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/nmk^c,NYSE,1975,
12253,NLSN,Nielsen N.V.,25.16,$8.93B,,2011.0,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/nlsn,NYSE,1976,
12254,NKE,"Nike, Inc.",77.68,$122.25B,,,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/nke,NYSE,1977,耐克
12255,NINE,"Nine Energy Service, Inc.",25.34,$764.49M,,2018.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/nine,NYSE,1978,
12256,NIO,NIO Inc.,6.71,$6.88B,,2018.0,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nio,NYSE,1979,蔚来
12257,NI,"NiSource, Inc",26.45,$9.84B,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni,NYSE,1980,
12258,NI^B,"NiSource, Inc",25.47,,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ni^b,NYSE,1981,
12259,NL,"NL Industries, Inc.",4.21,$205.14M,,,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/nl,NYSE,1982,
12260,NOAH,Noah Holdings Ltd.,44.98,$2.58B,,2010.0,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah,NYSE,1983,诺亚财富
12261,NE,Noble Corporation,3.33,$821.83M,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ne,NYSE,1984,
12262,NBL,Noble Energy Inc.,22.98,$11.03B,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nbl,NYSE,1985,
12263,NBLX,Noble Midstream Partners LP,33.35,$1.32B,,2016.0,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/nblx,NYSE,1986,
12264,NOK,Nokia Corporation,5.95,$33.27B,,1994.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/nok,NYSE,1987,诺基亚
12265,NOMD,Nomad Foods Limited,17.8,$3.1B,,2016.0,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/nomd,NYSE,1988,
12266,NMR,Nomura Holdings Inc ADR,4.07,$13.46B,,,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/nmr,NYSE,1989,野村控股
12267,OSB,Norbord Inc.,27.14,$2.36B,,,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/osb,NYSE,1990,
12268,NAO,Nordic American Offshore Ltd,0.5,$30.99M,,2014.0,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/nao,NYSE,1991,
12269,NAT,Nordic American Tankers Limited,2.09,$296.72M,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nat,NYSE,1992,
12270,JWN,"Nordstrom, Inc.",45.01,$7.53B,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/jwn,NYSE,1993,
12271,NSC,Norfolk Souther Corporation,162.81,$44.34B,,,Transportation,Railroads,https://www.nasdaq.com/symbol/nsc,NYSE,1994,诺福克南
12272,NOA,North American Construction Group Ltd.,10.51,$284.49M,,2006.0,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/noa,NYSE,1995,
12273,NRT,North European Oil Royality Trust,6.2105,$57.08M,,,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/nrt,NYSE,1996,
12274,NOC,Northrop Grumman Corporation,255.74,$44.4B,,,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/noc,NYSE,1997,
12275,NRE,NorthStar Realty Europe Corp.,16.28,$811.03M,,2015.0,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nre,NYSE,1998,
12276,NWN,Northwest Natural Holding Company,59.67,$1.72B,,,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/nwn,NYSE,1999,
12277,NWE,NorthWestern Corporation,61.25,$3.08B,,,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/nwe,NYSE,2000,
12278,NCLH,Norwegian Cruise Line Holdings Ltd.,45.85,$10.09B,,,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/nclh,NYSE,2001,
12279,NVS,Novartis AG,87.95,$203.16B,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvs,NYSE,2002,
12280,NVO,Novo Nordisk A/S,46.87,$112.19B,,,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nvo,NYSE,2003,
12281,DNOW,NOW Inc.,13.4,$1.45B,,2014.0,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/dnow,NYSE,2004,
12282,NRG,"NRG Energy, Inc.",40.69,$11.8B,,,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nrg,NYSE,2005,
12283,NUS,"Nu Skin Enterprises, Inc.",61.63,$3.42B,,1996.0,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus,NYSE,2006,
12284,NUE,Nucor Corporation,56.87,$17.85B,,,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/nue,NYSE,2007,
12285,NS,Nustar Energy L.P.,25.44,$2.72B,,,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns,NYSE,2008,
12286,NS^A,Nustar Energy L.P.,21.91,,,,,,https://www.nasdaq.com/symbol/ns^a,NYSE,2009,
12287,NS^B,Nustar Energy L.P.,19.95,,,,,,https://www.nasdaq.com/symbol/ns^b,NYSE,2010,
12288,NS^C,Nustar Energy L.P.,22.84,,,,,,https://www.nasdaq.com/symbol/ns^c,NYSE,2011,
12289,NSS,"NuStar Logistics, L.P.",24.83,,,,,,https://www.nasdaq.com/symbol/nss,NYSE,2012,
12290,NTR,Nutrien Ltd.,49.57,$30.37B,,2018.0,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/ntr,NYSE,2013,
12291,JMLP,Nuveen All Cap Energy MLP Opportunities Fund,6.35,$85.73M,,2014.0,,,https://www.nasdaq.com/symbol/jmlp,NYSE,2014,
12292,NVG,Nuveen AMT-Free Municipal Credit Income Fund,14.29,$2.89B,,2002.0,,,https://www.nasdaq.com/symbol/nvg,NYSE,2015,
12293,NUV,Nuveen AMT-Free Municipal Value Fund,9.55,$1.98B,,1987.0,,,https://www.nasdaq.com/symbol/nuv,NYSE,2016,
12294,NUW,Nuveen AMT-Free Municipal Value Fund,15.6652,$241.23M,,2009.0,,,https://www.nasdaq.com/symbol/nuw,NYSE,2017,
12295,NEA,Nuveen AMT-Free Quality Municipal Income Fund,12.82,$3.37B,,2002.0,,,https://www.nasdaq.com/symbol/nea,NYSE,2018,
12296,NAZ,Nuveen Arizona Quality Municipal Income Fund,12.22,$141.57M,,1992.0,,,https://www.nasdaq.com/symbol/naz,NYSE,2019,
12297,NKX,Nuveen California AMT-Free Quality Municipal Income Fund,13.13,$624.73M,,2002.0,,,https://www.nasdaq.com/symbol/nkx,NYSE,2020,
12298,NCB,Nuveen California Municipal Value Fund 2,15.7973,$52.13M,,,,,https://www.nasdaq.com/symbol/ncb,NYSE,2021,
12299,NCA,"Nuveen California Municipal Value Fund, Inc.",9.51,$267.15M,,,,,https://www.nasdaq.com/symbol/nca,NYSE,2022,
12300,NAC,Nuveen California Quality Municipal Income Fund,12.93,$1.87B,,1999.0,,,https://www.nasdaq.com/symbol/nac,NYSE,2023,
12301,NTC,Nuveen Connecticut Quality Municipal Income Fund,11.67,$167.99M,,1993.0,,,https://www.nasdaq.com/symbol/ntc,NYSE,2024,
12302,JCE,Nuveen Core Equity Alpha Fund,12.94,$207.41M,,2007.0,,,https://www.nasdaq.com/symbol/jce,NYSE,2025,
12303,JCO,Nuveen Credit Opportunities 2022 Target Term Fund,9.25,$256.08M,,2017.0,,,https://www.nasdaq.com/symbol/jco,NYSE,2026,
12304,JQC,Nuveen Credit Strategies Income Fund,7.66,$1.04B,,2003.0,,,https://www.nasdaq.com/symbol/jqc,NYSE,2027,
12305,JDD,Nuveen Diversified Dividend and Income Fund,9.71,$191.74M,,2003.0,,,https://www.nasdaq.com/symbol/jdd,NYSE,2028,
12306,DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund,17.07,$616.45M,,2014.0,,,https://www.nasdaq.com/symbol/diax,NYSE,2029,
12307,JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund,8.07,$114.88M,,2017.0,,,https://www.nasdaq.com/symbol/jemd,NYSE,2030,
12308,JMF,Nuveen Energy MLP Total Return Fund,9.28,$378.5M,,2011.0,,,https://www.nasdaq.com/symbol/jmf,NYSE,2031,
12309,NEV,Nuveen Enhanced Municipal Value Fund,13.29,$331.59M,,2009.0,,,https://www.nasdaq.com/symbol/nev,NYSE,2032,
12310,JFR,Nuveen Floating Rate Income Fund,9.61,$546.99M,,2004.0,,,https://www.nasdaq.com/symbol/jfr,NYSE,2033,
12311,JRO,Nuveen Floating Rate Income Opportuntiy Fund,9.55,$387.36M,,2004.0,,,https://www.nasdaq.com/symbol/jro,NYSE,2034,
12312,NKG,Nuveen Georgia Quality Municipal Income Fund ,11.31,$118.15M,,2002.0,,,https://www.nasdaq.com/symbol/nkg,NYSE,2035,
12313,JGH,Nuveen Global High Income Fund,14.39,$334.31M,,2014.0,,,https://www.nasdaq.com/symbol/jgh,NYSE,2036,
12314,JHY,Nuveen High Income 2020 Target Term Fund,9.89,$155.99M,,2015.0,,,https://www.nasdaq.com/symbol/jhy,NYSE,2037,
12315,JHAA,Nuveen High Income 2023 Target Term Fund,10.4,,,2018.0,,,https://www.nasdaq.com/symbol/jhaa,NYSE,2038,
12316,JHD,Nuveen High Income December 2019 Target Term Fund,9.87,$267.12M,,2016.0,,,https://www.nasdaq.com/symbol/jhd,NYSE,2039,
12317,JHB,Nuveen High Income November 2021 Target Term Fund,9.52,$531.9M,,2016.0,,,https://www.nasdaq.com/symbol/jhb,NYSE,2040,
12318,NXC,Nuveen Insured California Select Tax-Free Income Portfolio,13.59,$86.3M,,1992.0,,,https://www.nasdaq.com/symbol/nxc,NYSE,2041,
12319,NXN,Nuveen Insured New York Select Tax-Free Income Portfolio,12.96,$50.87M,,1992.0,,,https://www.nasdaq.com/symbol/nxn,NYSE,2042,
12320,NID,Nuveen Intermediate Duration Municipal Term Fund,12.63,$592.47M,,2012.0,,,https://www.nasdaq.com/symbol/nid,NYSE,2043,
12321,NMY,Nuveen Maryland Quality Municipal Income Fund,12.14,$281.16M,,1993.0,,,https://www.nasdaq.com/symbol/nmy,NYSE,2044,
12322,NMT,Nuveen Massachusetts Municipal Income Fund,12.54,$116.91M,,,,,https://www.nasdaq.com/symbol/nmt,NYSE,2045,
12323,NUM,Nuveen Michigan Quality Municipal Income Fund,12.79,$260.16M,,1991.0,,,https://www.nasdaq.com/symbol/num,NYSE,2046,
12324,NMS,Nuveen Minnesota Quality Municipal Income Fund,12.61,$73.04M,,2014.0,,,https://www.nasdaq.com/symbol/nms,NYSE,2047,
12325,NOM,Nuveen Missouri Quality Municipal Income Fund,12.23,$28.67M,,1993.0,,,https://www.nasdaq.com/symbol/nom,NYSE,2048,
12326,JLS,Nuveen Mortgage Opportunity Term Fund,22.8,$362.26M,,2009.0,,,https://www.nasdaq.com/symbol/jls,NYSE,2049,
12327,JMM,Nuveen Multi-Market Income Fund,6.92,$65.48M,,,,,https://www.nasdaq.com/symbol/jmm,NYSE,2050,
12328,NHA,Nuveen Municipal 2021 Target Term Fund,9.53,$82.17M,,2016.0,,,https://www.nasdaq.com/symbol/nha,NYSE,2051,
12329,NZF,Nuveen Municipal Credit Income Fund,14.08,$2B,,2007.0,,,https://www.nasdaq.com/symbol/nzf,NYSE,2052,
12330,NMZ,Nuveen Municipal High Income Opportunity Fund,12.18,$780.48M,,2003.0,,,https://www.nasdaq.com/symbol/nmz,NYSE,2053,
12331,NMI,"Nuveen Municipal Income Fund, Inc.",10.47,$91.47M,,1988.0,,,https://www.nasdaq.com/symbol/nmi,NYSE,2054,
12332,NJV,Nuveen New Jersey Municipal Value Fund,12.93,$19.84M,,,,,https://www.nasdaq.com/symbol/njv,NYSE,2055,
