symbol,name,market_cap,ipo_year,sector,industry,exchange
CVCO,"Cavco Industries, Inc.",1328331214.0,,basic_industries,Homebuilding,NASDAQ
CBFV,"CB Financial Services, Inc.",133679042.31,,finance,Major Banks,NASDAQ
CBAT,"CBAK Energy Technology, Inc.",18919709.38,,miscellaneous,Industrial Machinery/Components,NASDAQ
CBMB,"CBM Bancorp, Inc.",53450160.0,2018.0,finance,Savings Institutions,NASDAQ
CBOE,"Cboe Global Markets, Inc.",10395789187.5,2010.0,,,NASDAQ
CBTX,"CBTX, Inc.",821424517.76,2017.0,finance,Major Banks,NASDAQ
CDK,"CDK Global, Inc.",6429658608.15,,miscellaneous,Business Services,NASDAQ
CDW,CDW Corporation,12078273447.6,2013.0,consumer_services,Catalog/Specialty Distribution,NASDAQ
CECE,CECO Environmental Corp.,248148287.3,,capital_goods,Pollution Control Equipment,NASDAQ
CELC,Celcuity Inc.,226139429.04,2017.0,health_care,Medical Specialities,NASDAQ
CELG,Celgene Corporation,61130843573.4,1987.0,health_care,Major Pharmaceuticals,NASDAQ
CELGZ,Celgene Corporation,0.0,,health_care,Major Pharmaceuticals,NASDAQ
CLDX,"Celldex Therapeutics, Inc.",46565703.09,,health_care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
APOP,Cellect Biotechnology Ltd.,19342286.08,2016.0,,,NASDAQ
APOPW,Cellect Biotechnology Ltd.,0.0,2016.0,,,NASDAQ
CLRB,"Cellectar Biosciences, Inc.",9325260.56,,health_care,Major Pharmaceuticals,NASDAQ
CLRBW,"Cellectar Biosciences, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
CLRBZ,"Cellectar Biosciences, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
CLLS,Cellectis S.A.,270085789.05,2015.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CBMG,"Cellular Biomedicine Group, Inc.",342726850.89,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CLSN,Celsion Corporation,39711488.08,,health_care,Major Pharmaceuticals,NASDAQ
CELH,"Celsius Holdings, Inc.",185089944.78,,consumer_non_durables,Beverages (Production/Distribution),NASDAQ
CYAD,Celyad SA,19207396.635,2015.0,health_care,Major Pharmaceuticals,NASDAQ
CETX,Cemtrex Inc.,9823119.6768,,capital_goods,Industrial Machinery/Components,NASDAQ
CETXP,Cemtrex Inc.,0.0,,capital_goods,Industrial Machinery/Components,NASDAQ
CETXW,Cemtrex Inc.,0.0,,capital_goods,Industrial Machinery/Components,NASDAQ
CDEV,"Centennial Resource Development, Inc.",3801345443.2,2016.0,energy,Oil & Gas Production,NASDAQ
CSFL,CenterState Bank Corporation,2267888763.3,,finance,Major Banks,NASDAQ
CETV,Central European Media Enterprises Ltd.,819245514.96,1994.0,consumer_services,Broadcasting,NASDAQ
CFBK,Central Federal Corporation,52577662.02,,finance,Savings Institutions,NASDAQ
CENT,Central Garden & Pet Company,2220601862.38,1993.0,consumer_durables,Consumer Specialties,NASDAQ
CENTA,Central Garden & Pet Company,2015943424.66,,consumer_durables,Consumer Specialties,NASDAQ
CVCY,Central Valley Community Bancorp,256615811.4,,finance,Major Banks,NASDAQ
CTRC,Centric Brands Inc.,207674647.0,,consumer_non_durables,Apparel,NASDAQ
CENX,Century Aluminum Company,744873674.5,1996.0,basic_industries,Aluminum,NASDAQ
CNBKA,"Century Bancorp, Inc.",429007388.45,1987.0,finance,Major Banks,NASDAQ
CNTY,"Century Casinos, Inc.",226387286.51,,consumer_services,Hotels/Resorts,NASDAQ
CRNT,Ceragon Networks Ltd.,308779344.48,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CERC,Cerecor Inc.,204020945.0,2015.0,health_care,Major Pharmaceuticals,NASDAQ
CERN,Cerner Corporation,17673751553.8,1986.0,technology,EDP Services,NASDAQ
CERS,Cerus Corporation,769357758.33,1997.0,health_care,Medical/Dental Instruments,NASDAQ
KOOL,Cesca Therapeutics Inc.,6862779.599,,capital_goods,Medical Specialities,NASDAQ
CEVA,"CEVA, Inc.",559605706.8,,technology,Semiconductors,NASDAQ
CFFAU,CF Finance Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
CSBR,"Champions Oncology, Inc.",107844000.0,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CYOU,Changyou.com Limited,356102219.2,2009.0,technology,Computer Software: Prepackaged Software,NASDAQ
BURG,"Chanticleer Holdings, Inc.",5498797.92,,consumer_services,Restaurants,NASDAQ
CTHR,Charles & Colvard Ltd.,20086204.17,1997.0,consumer_durables,Consumer Specialties,NASDAQ
GTLS,"Chart Industries, Inc.",2185220391.83,2006.0,capital_goods,Metal Fabrications,NASDAQ
CHTR,"Charter Communications, Inc.",67258307380.3,,consumer_services,Television Services,NASDAQ
CTAC,ChaSerg Technology Acquisition Corp.,272113800.0,2018.0,finance,Business Services,NASDAQ
CTACU,ChaSerg Technology Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
CTACW,ChaSerg Technology Acquisition Corp.,0.0,2018.0,finance,Business Services,NASDAQ
CHKP,Check Point Software Technologies Ltd.,16607992467.8,1996.0,technology,Computer Software: Prepackaged Software,NASDAQ
CHEK,Check-Cap Ltd.,14657200.25,2015.0,health_care,Medical Electronics,NASDAQ
CHEKW,Check-Cap Ltd.,0.0,2015.0,health_care,Medical Electronics,NASDAQ
CHEKZ,Check-Cap Ltd.,0.0,,health_care,Medical Electronics,NASDAQ
CKPT,"Checkpoint Therapeutics, Inc.",126312578.07,,health_care,Major Pharmaceuticals,NASDAQ
CEMI,"Chembio Diagnostics, Inc.",117388466.72,,health_care,Major Pharmaceuticals,NASDAQ
CHFC,Chemical Financial Corporation,2992134482.76,,finance,Major Banks,NASDAQ
CCXI,"ChemoCentryx, Inc.",617424249.52,2012.0,health_care,Major Pharmaceuticals,NASDAQ
CHMG,Chemung Financial Corp,201792150.72,,finance,Major Banks,NASDAQ
CHKE,Cherokee Inc.,10667277.75,,consumer_non_durables,Apparel,NASDAQ
CHFS,"CHF Solutions, Inc.",26150.0,,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CHMA,"Chiasma, Inc.",86728782.65,2015.0,health_care,Major Pharmaceuticals,NASDAQ
CSSE,"Chicken Soup for the Soul Entertainment, Inc.",91996280.64,2017.0,consumer_services,Movies/Entertainment,NASDAQ
CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",0.0,,consumer_services,Movies/Entertainment,NASDAQ
PLCE,"Children&#39;s Place, Inc. (The)",1380236097.96,1997.0,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
CMRX,"Chimerix, Inc.",148621618.86,2013.0,health_care,Major Pharmaceuticals,NASDAQ
CADC,"China Advanced Construction Materials Group, Inc.",18429265.8,,basic_industries,Engineering & Construction,NASDAQ
CAAS,"China Automotive Systems, Inc.",92084051.64,,capital_goods,Auto Parts:O.E.M.,NASDAQ
CBPO,"China Biologic Products Holdings, Inc.",3146937214.2,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CCCL,"China Ceramics Co., Ltd.",9330439.8,,capital_goods,Building Materials,NASDAQ
GLG,"China Commercial Credit, Inc.",11682915.7,2013.0,finance,Major Banks,NASDAQ
CCRC,"China Customer Relations Centers, Inc.",215739392.0,2015.0,miscellaneous,Business Services,NASDAQ
JRJC,China Finance Online Co. Limited,21219601.0,2004.0,finance,Investment Bankers/Brokers/Service,NASDAQ
HGSH,"China HGS Real Estate, Inc.",47302500.0,,finance,Real Estate,NASDAQ
CIFS,China Internet Nationwide Financial Services Inc.,22335329.88,2017.0,consumer_services,Professional Services,NASDAQ
CJJD,"China Jo-Jo Drugstores, Inc.",60188498.24,,consumer_durables,Specialty Chemicals,NASDAQ
CLDC,China Lending Corporation,25265158.6599,2014.0,finance,Diversified Financial Services,NASDAQ
CHNR,"China Natural Resources, Inc.",42099448.04,,basic_industries,Precious Metals,NASDAQ
CREG,China Recycling Energy Corporation,8850852.216,,miscellaneous,Business Services,NASDAQ
SXTC,"China SXT Pharmaceuticals, Inc.",0.0,2019.0,health_care,Major Pharmaceuticals,NASDAQ
CNTF,China TechFaith Wireless Communication Technology Limited,9073733.75,2005.0,,,NASDAQ
CXDC,China XD Plastics Company Limited,144788173.67,,capital_goods,Containers/Packaging,NASDAQ
CCIH,ChinaCache International Holdings Ltd.,27785702.0,2010.0,technology,EDP Services,NASDAQ
CNET,"ChinaNet Online Holdings, Inc.",26941346.81,,technology,"Computer Software: Programming, Data Processing",NASDAQ
IMOS,ChipMOS TECHNOLOGIES INC.,89139788.16,,technology,Semiconductors,NASDAQ
CDXC,ChromaDex Corporation,185144346.24,,consumer_durables,Specialty Chemicals,NASDAQ
CHSCL,CHS Inc,0.0,,consumer_services,Farming/Seeds/Milling,NASDAQ
CHSCM,CHS Inc,480130000.0,,consumer_services,Farming/Seeds/Milling,NASDAQ
CHSCN,CHS Inc,439320000.0,,consumer_services,Farming/Seeds/Milling,NASDAQ
CHSCO,CHS Inc,310824545.5,,consumer_services,Farming/Seeds/Milling,NASDAQ
CHSCP,CHS Inc,201563030.46,,consumer_services,Farming/Seeds/Milling,NASDAQ
CHDN,"Churchill Downs, Incorporated",3510881181.3,,consumer_services,Services-Misc. Amusement & Recreation,NASDAQ
CHUY,"Chuy&#39;s Holdings, Inc.",348330288.45,2012.0,consumer_services,Restaurants,NASDAQ
CDTX,"Cidara Therapeutics, Inc.",84086835.93,2015.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CMCT,CIM Commercial Trust Corporation,761158368.74,,consumer_services,Real Estate Investment Trusts,NASDAQ
CMCTP,CIM Commercial Trust Corporation,0.0,,consumer_services,Real Estate Investment Trusts,NASDAQ
CMPR,Cimpress N.V,3672013791.6,,miscellaneous,Publishing,NASDAQ
CINF,Cincinnati Financial Corporation,12683776727.7,,finance,Property-Casualty Insurers,NASDAQ
CIDM,Cinedigm Corp,27411702.24,,consumer_services,Consumer Electronics/Video Chains,NASDAQ
CTAS,Cintas Corporation,18637040161.7,1983.0,consumer_non_durables,Apparel,NASDAQ
CRUS,"Cirrus Logic, Inc.",2136441474.3,1989.0,technology,Semiconductors,NASDAQ
CSCO,"Cisco Systems, Inc.",1.97642477651e+11,1990.0,technology,Computer Communications Equipment,NASDAQ
CTRN,"Citi Trends, Inc.",262164670.56,2005.0,consumer_services,Clothing/Shoe/Accessory Stores,NASDAQ
CTXR,"Citius Pharmaceuticals, Inc.",20112633.83,,health_care,Major Pharmaceuticals,NASDAQ
CTXRW,"Citius Pharmaceuticals, Inc.",0.0,,health_care,Major Pharmaceuticals,NASDAQ
CZNC,Citizens & Northern Corp,295283551.57,,finance,Major Banks,NASDAQ
CZWI,"Citizens Community Bancorp, Inc.",121036307.6,,finance,Savings Institutions,NASDAQ
CZFC,Citizens First Corporation,54184210.7625,,finance,Major Banks,NASDAQ
CIZN,Citizens Holding Company,106428301.0,,finance,Major Banks,NASDAQ
CTXS,"Citrix Systems, Inc.",14426249298.4,1995.0,technology,Computer Software: Prepackaged Software,NASDAQ
CHCO,City Holding Company,1159590997.08,,finance,Major Banks,NASDAQ
CIVB,"Civista Bancshares, Inc. ",273993218.7,,finance,Major Banks,NASDAQ
CIVBP,"Civista Bancshares, Inc. ",0.0,,finance,Major Banks,NASDAQ
CLAR,Clarus Corporation,301188407.01,,consumer_non_durables,Recreational Products/Toys,NASDAQ
CLNE,Clean Energy Fuels Corp.,394737575.38,2007.0,public_utilities,Natural Gas Distribution,NASDAQ
CACG,ClearBridge All Cap Growth ETF,55689715.2,,,,NASDAQ
YLDE,ClearBridge Dividend Strategy ESG ETF,0.0,,,,NASDAQ
LRGE,ClearBridge Large Cap Growth ESG ETF,3068961.378,,,,NASDAQ
CLFD,"Clearfield, Inc.",150642389.76,,public_utilities,Telecommunications Equipment,NASDAQ
CLRO,"ClearOne, Inc.",24587343.6,,public_utilities,Telecommunications Equipment,NASDAQ
CLSD,"Clearside Biomedical, Inc.",35546887.53,2016.0,health_care,Major Pharmaceuticals,NASDAQ
CLIR,ClearSign Combustion Corporation,33326225.0,2012.0,capital_goods,Industrial Machinery/Components,NASDAQ
CLIRW,ClearSign Combustion Corporation,0.0,,capital_goods,Industrial Machinery/Components,NASDAQ
CMTA,Clementia Pharmaceuticals Inc.,525216791.76,2017.0,health_care,Major Pharmaceuticals,NASDAQ
CBLI,"Cleveland BioLabs, Inc.",14875261.4674,2006.0,health_care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
CLVS,"Clovis Oncology, Inc.",1197612709.44,2011.0,health_care,Major Pharmaceuticals,NASDAQ
CLPS,CLPS Incorporation,85231275.57,2018.0,technology,Computer Software: Prepackaged Software,NASDAQ
CMFN,CM Finance Inc,95909235.5,2014.0,,,NASDAQ
CMFNL,CM Finance Inc,0.0,,,,NASDAQ
CMSS,CM Seven Star Acquisition Corporation,267705845.64,2017.0,consumer_durables,Automotive Aftermarket,NASDAQ
CMSSR,CM Seven Star Acquisition Corporation,0.0,2017.0,consumer_durables,Automotive Aftermarket,NASDAQ
CMSSU,CM Seven Star Acquisition Corporation,0.0,2017.0,consumer_durables,Automotive Aftermarket,NASDAQ
CMSSW,CM Seven Star Acquisition Corporation,0.0,2017.0,consumer_durables,Automotive Aftermarket,NASDAQ
CME,CME Group Inc.,65219136700.1,2002.0,finance,Investment Bankers/Brokers/Service,NASDAQ
CCNE,CNB Financial Corporation,376001155.26,,finance,Major Banks,NASDAQ
CCB,Coastal Financial Corporation,178431420.03,2018.0,finance,Major Banks,NASDAQ
COKE,"Coca-Cola Consolidated, Inc.",1862567526.15,1972.0,consumer_non_durables,Beverages (Production/Distribution),NASDAQ
COCP,"Cocrystal Pharma, Inc.",110715381.2,,health_care,Major Pharmaceuticals,NASDAQ
CODA,"Coda Octopus Group, Inc.",61071833.2576,,capital_goods,Industrial Machinery/Components,NASDAQ
CDXS,"Codexis, Inc.",885864007.2,2010.0,basic_industries,Major Chemicals,NASDAQ
CODX,"Co-Diagnostics, Inc.",14075386.0317,2017.0,health_care,Medical/Dental Instruments,NASDAQ
CVLY,"Codorus Valley Bancorp, Inc",204928815.52,,finance,Savings Institutions,NASDAQ
JVA,"Coffee Holding Co., Inc.",24955643.4033,2005.0,consumer_non_durables,Food Distributors,NASDAQ
CCOI,"Cogent Communications Holdings, Inc.",2231114526.71,,consumer_services,Telecommunications Equipment,NASDAQ
CGNX,Cognex Corporation,7128715141.8,1989.0,capital_goods,Industrial Machinery/Components,NASDAQ
CTSH,Cognizant Technology Solutions Corporation,38094252712.1,1998.0,technology,EDP Services,NASDAQ
CWBR,"CohBar, Inc.",173630589.36,,health_care,Major Pharmaceuticals,NASDAQ
COHR,"Coherent, Inc.",2846523565.2,,capital_goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
CHRS,"Coherus BioSciences, Inc.",782967726.98,2014.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
COHU,"Cohu, Inc.",706966781.76,,capital_goods,Electrical Products,NASDAQ
CLCT,"Collectors Universe, Inc.",118691004.2,1999.0,miscellaneous,Business Services,NASDAQ
COLL,"Collegium Pharmaceutical, Inc.",527970061.8,2015.0,health_care,Major Pharmaceuticals,NASDAQ
CIGI,Colliers International Group Inc. ,2238409072.2,,finance,Real Estate,NASDAQ
CLGN,"CollPlant Holdings, Ltd.",4795514.5,,health_care,Industrial Specialties,NASDAQ
CBAN,"Colony Bankcorp, Inc.",130896074.0,,finance,Major Banks,NASDAQ
COLB,"Columbia Banking System, Inc.",2784528027.75,1992.0,finance,Major Banks,NASDAQ
CLBK,"Columbia Financial, Inc.",1754562109.5,2018.0,finance,Savings Institutions,NASDAQ
COLM,Columbia Sportswear Company,5708118002.4,1998.0,consumer_non_durables,Apparel,NASDAQ
CMCO,Columbus McKinnon Corporation,771581400.1,1996.0,capital_goods,Construction/Ag Equipment/Trucks,NASDAQ
CMCSA,Comcast Corporation,1.63327221207e+11,,consumer_services,Television Services,NASDAQ
CCNI,"Command Center, Inc.",20863538.7,,technology,Professional Services,NASDAQ
CBSH,"Commerce Bancshares, Inc.",6661106452.32,,finance,Major Banks,NASDAQ
CBSHP,"Commerce Bancshares, Inc.",2339405397.35,,finance,Major Banks,NASDAQ
CVGI,"Commercial Vehicle Group, Inc.",215031747.36,2004.0,capital_goods,Auto Parts:O.E.M.,NASDAQ
COMM,"CommScope Holding Company, Inc.",3648395273.12,2013.0,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
JCS,"Communications Systems, Inc.",20743968.525,,public_utilities,Telecommunications Equipment,NASDAQ
ESXB,Community Bankers Trust Corporation.,163030752.94,,finance,Major Banks,NASDAQ
CFBI,"Community First Bancshares, Inc.",81524892.24,2017.0,finance,Savings Institutions,NASDAQ
CTBI,"Community Trust Bancorp, Inc.",743526995.54,,finance,Major Banks,NASDAQ
CWBC,Community West Bancshares,82798820.0,,finance,Major Banks,NASDAQ
CVLT,"Commvault Systems, Inc.",2849048188.7,2006.0,technology,Computer Software: Prepackaged Software,NASDAQ
CGEN,Compugen Ltd.,171019116.71,2000.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CPSI,"Computer Programs and Systems, Inc.",370884090.37,2002.0,technology,EDP Services,NASDAQ
CTG,"Computer Task Group, Incorporated",60120976.57,,technology,EDP Services,NASDAQ
SCOR,"comScore, Inc.",1023798706.7,2018.0,miscellaneous,Business Services,NASDAQ
CHCI,"Comstock Holding Companies, Inc.",7845932.49,2004.0,capital_goods,Homebuilding,NASDAQ
CMTL,Comtech Telecommunications Corp.,599559796.44,,technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
CNAT,Conatus Pharmaceuticals Inc.,61979403.42,2013.0,health_care,Major Pharmaceuticals,NASDAQ
CNCE,"Concert Pharmaceuticals, Inc.",327074256.48,2014.0,health_care,Major Pharmaceuticals,NASDAQ
BBCP,"Concrete Pumping Holdings, Inc. ",53479084.05,2017.0,finance,Business Services,NASDAQ
BBCPW,"Concrete Pumping Holdings, Inc. ",0.0,2017.0,finance,Business Services,NASDAQ
CDOR,"Condor Hospitality Trust, Inc.",101634987.15,,consumer_services,Real Estate Investment Trusts,NASDAQ
CFMS,"ConforMIS, Inc.",33731465.75,2015.0,health_care,Industrial Specialties,NASDAQ
CNFR,"Conifer Holdings, Inc.",40604758.16,2015.0,finance,Property-Casualty Insurers,NASDAQ
CNFRL,"Conifer Holdings, Inc.",0.0,,finance,Property-Casualty Insurers,NASDAQ
CNMD,CONMED Corporation,1895309919.36,1987.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CTWS,"Connecticut Water Service, Inc.",779014656.6,,public_utilities,Water Supply,NASDAQ
CNOB,"ConnectOne Bancorp, Inc.",717455484.54,,finance,Major Banks,NASDAQ
CONN,"Conn&#39;s, Inc.",603465551.94,2003.0,consumer_services,Consumer Electronics/Video Chains,NASDAQ
CNSL,"Consolidated Communications Holdings, Inc.",761668807.1,2005.0,public_utilities,Telecommunications Equipment,NASDAQ
CWCO,Consolidated Water Co. Ltd.,188699583.41,,public_utilities,Water Supply,NASDAQ
CNAC,Constellation Alpha Capital Corp.,190303100.0,2017.0,health_care,Medical Specialities,NASDAQ
CNACR,Constellation Alpha Capital Corp.,0.0,2017.0,health_care,Medical Specialities,NASDAQ
CNACU,Constellation Alpha Capital Corp.,191600200.0,2017.0,health_care,Medical Specialities,NASDAQ
CNACW,Constellation Alpha Capital Corp.,0.0,2017.0,health_care,Medical Specialities,NASDAQ
CNST,"Constellation Pharmaceuticals, Inc.",151872866.63,2018.0,health_care,Major Pharmaceuticals,NASDAQ
ROAD,"Construction Partners, Inc.",557334469.96,2018.0,basic_industries,Military/Government/Technical,NASDAQ
CPSS,"Consumer Portfolio Services, Inc.",83129540.32,1992.0,finance,Finance: Consumer Services,NASDAQ
CFRX,ContraFect Corporation,46375180.704,2014.0,health_care,Major Pharmaceuticals,NASDAQ
CTRV,ContraVir Pharmaceuticals Inc.,5365708.936,,health_care,Major Pharmaceuticals,NASDAQ
CTRL,Control4 Corporation,494368819.02,2013.0,capital_goods,Electrical Products,NASDAQ
AWSM,Cool Holdings Inc.,18547144.84,,consumer_non_durables,Electronic Components,NASDAQ
CPRT,"Copart, Inc.",11541643473.6,1994.0,consumer_durables,Automotive Aftermarket,NASDAQ
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",449886718.56,,health_care,Major Pharmaceuticals,NASDAQ
CORT,Corcept Therapeutics Incorporated,1784039279.1,1982.0,health_care,Major Pharmaceuticals,NASDAQ
CORE,"Core-Mark Holding Company, Inc.",1308040037.1,,consumer_non_durables,Food Distributors,NASDAQ
CSOD,"Cornerstone OnDemand, Inc.",3132237143.68,2011.0,technology,Computer Software: Prepackaged Software,NASDAQ
CORV,Correvio Pharma Corp.,80684940.96,,health_care,Major Pharmaceuticals,NASDAQ
CRVL,CorVel Corp.,1193891234.56,,finance,Specialty Insurers,NASDAQ
CRVS,"Corvus Pharmaceuticals, Inc.",121227836.04,2016.0,health_care,Major Pharmaceuticals,NASDAQ
CSGP,"CoStar Group, Inc.",13376259369.4,1998.0,miscellaneous,Business Services,NASDAQ
COST,Costco Wholesale Corporation,92582288666.0,,consumer_services,Department/Specialty Retail Stores,NASDAQ
CPAH,CounterPath Corporation,8658854.8,,technology,Computer Software: Prepackaged Software,NASDAQ
ICBK,"County Bancorp, Inc.",124498159.5,2015.0,finance,Major Banks,NASDAQ
COUP,Coupa Software Incorporated,4091589989.12,2016.0,technology,Computer Software: Prepackaged Software,NASDAQ
CVTI,"Covenant Transportation Group, Inc.",393523115.7,1994.0,transportation,Trucking Freight/Courier Services,NASDAQ
COWN,Cowen Inc.,464981925.58,,finance,Investment Bankers/Brokers/Service,NASDAQ
COWNL,Cowen Inc.,0.0,,finance,Investment Bankers/Brokers/Service,NASDAQ
COWNZ,Cowen Inc.,0.0,,finance,Investment Bankers/Brokers/Service,NASDAQ
PMTS,CPI Card Group Inc.,33112838.559,2015.0,finance,Finance Companies,NASDAQ
CPSH,CPS Technologies Corp.,17824638.6,,capital_goods,Building Materials,NASDAQ
CRAI,"CRA International,Inc.",339680925.99,1998.0,miscellaneous,Other Consumer Services,NASDAQ
CBRL,"Cracker Barrel Old Country Store, Inc.",4062049718.75,1981.0,consumer_services,Restaurants,NASDAQ
BREW,"Craft Brew Alliance, Inc.",300029675.76,,consumer_non_durables,Beverages (Production/Distribution),NASDAQ
CRAY,Cray Inc,899632368.82,,technology,Computer Manufacturing,NASDAQ
CREX,"Creative Realities, Inc.",7928759.2165,,technology,EDP Services,NASDAQ
CREXW,"Creative Realities, Inc.",0.0,,technology,EDP Services,NASDAQ
CACC,Credit Acceptance Corporation,8038735863.45,1992.0,finance,Finance: Consumer Services,NASDAQ
DGLD,Credit Suisse AG,17354867.9,,finance,Investment Bankers/Brokers/Service,NASDAQ
DSLV,Credit Suisse AG,18945740.0,,finance,Investment Bankers/Brokers/Service,NASDAQ
GLDI,Credit Suisse AG,38670316.86,,finance,Investment Bankers/Brokers/Service,NASDAQ
SLVO,Credit Suisse AG,27541604.3493,,finance,Investment Bankers/Brokers/Service,NASDAQ
TVIX,Credit Suisse AG,317408280.54,,finance,Investment Bankers/Brokers/Service,NASDAQ
UGLD,Credit Suisse AG,138357806.89,,finance,Investment Bankers/Brokers/Service,NASDAQ
USLV,Credit Suisse AG,261295710.15,,finance,Investment Bankers/Brokers/Service,NASDAQ
USOI,Credit Suisse AG,4342000.0,,finance,Investment Bankers/Brokers/Service,NASDAQ
VIIX,Credit Suisse AG,20978625.38,,finance,Investment Bankers/Brokers/Service,NASDAQ
ZIV,Credit Suisse AG,95899650.0,,finance,Investment Bankers/Brokers/Service,NASDAQ
CREE,"Cree, Inc.",4887977810.78,1993.0,technology,Semiconductors,NASDAQ
CRESY,Cresud S.A.C.I.F. y A.,531664254.0,1997.0,finance,Real Estate,NASDAQ
CRNX,"Crinetics Pharmaceuticals, Inc.",566070949.65,2018.0,health_care,Major Pharmaceuticals,NASDAQ
CRSP,CRISPR Therapeutics AG,1844747347.8,2016.0,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CRTO,Criteo S.A.,1661175927.33,2013.0,technology,Advertising,NASDAQ
CROX,"Crocs, Inc.",2039434743.71,2006.0,consumer_non_durables,Shoe Manufacturing,NASDAQ
CRON,Cronos Group Inc.,2398159985.32,,consumer_durables,Specialty Chemicals,NASDAQ
CCRN,"Cross Country Healthcare, Inc.",328069142.7,2001.0,technology,Professional Services,NASDAQ
CRWS,"Crown Crafts, Inc.",57354129.44,,basic_industries,Textiles,NASDAQ
CYRX,"CryoPort, Inc.",260665601.98,,transportation,Oil Refining/Marketing,NASDAQ
CYRXW,"CryoPort, Inc.",0.0,,transportation,Oil Refining/Marketing,NASDAQ
CSGS,"CSG Systems International, Inc.",1147497362.88,1996.0,technology,EDP Services,NASDAQ
CCLP,CSI Compressco LP,128707753.09,2011.0,energy,Oilfield Services/Equipment,NASDAQ
CSPI,CSP Inc.,39504443.7152,1982.0,technology,EDP Services,NASDAQ
CSWI,"CSW Industrials, Inc.",765223947.13,,basic_industries,Home Furnishings,NASDAQ
CSX,CSX Corporation,55208203202.2,,transportation,Railroads,NASDAQ
CTIC,CTI BioPharma Corp.,74225359.36,1997.0,health_care,Major Pharmaceuticals,NASDAQ
CTIB,CTI Industries Corporation,11706232.732,1997.0,basic_industries,Specialty Chemicals,NASDAQ
CTRP,"Ctrip.com International, Ltd.",15138228140.1,2003.0,miscellaneous,Business Services,NASDAQ
CUE,"Cue Biopharma, Inc.",121403593.98,2018.0,health_care,Major Pharmaceuticals,NASDAQ
CUI,"CUI Global, Inc.",50249393.92,,consumer_non_durables,Electronic Components,NASDAQ
CPIX,Cumberland Pharmaceuticals Inc.,93010461.77,2009.0,health_care,Major Pharmaceuticals,NASDAQ
CMLS,Cumulus Media Inc.,197316304.92,,consumer_services,Broadcasting,NASDAQ
CRIS,"Curis, Inc.",35762197.68,,health_care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
CUTR,"Cutera, Inc.",196183041.3,2004.0,health_care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
CVBF,CVB Financial Corporation,3095754252.5,,finance,Major Banks,NASDAQ
CVV,CVD Equipment Corporation,26891000.1022,,technology,Industrial Machinery/Components,NASDAQ
CYAN,Cyanotech Corporation,19036807.209,,consumer_durables,Specialty Chemicals,NASDAQ
CYBR,CyberArk Software Ltd.,2747365824.06,2014.0,technology,Computer Software: Prepackaged Software,NASDAQ
CYBE,CyberOptics Corporation,135547338.5,1987.0,capital_goods,Electronic Components,NASDAQ
CYCC,"Cyclacel Pharmaceuticals, Inc.",9996707.8553,,health_care,Major Pharmaceuticals,NASDAQ
CYCCP,"Cyclacel Pharmaceuticals, Inc.",1877528.8,,health_care,Major Pharmaceuticals,NASDAQ
CBAY,CymaBay Therapeutics Inc.,546839996.0,,health_care,Major Pharmaceuticals,NASDAQ
CY,Cypress Semiconductor Corporation,4723448008.95,1986.0,technology,Semiconductors,NASDAQ
CYRN,CYREN Ltd.,142396819.85,,technology,Computer Software: Prepackaged Software,NASDAQ
CONE,CyrusOne Inc,5502335499.03,2013.0,consumer_services,Real Estate Investment Trusts,NASDAQ
CYTK,"Cytokinetics, Incorporated",385164736.0,2004.0,health_care,Major Pharmaceuticals,NASDAQ
CTMX,"CytomX Therapeutics, Inc.",759269844.48,2015.0,health_care,Major Pharmaceuticals,NASDAQ
CYTX,Cytori Therapeutics Inc.,4105638.51,,health_care,Medical/Dental Instruments,NASDAQ
